0	-2.3755102040816425
1	-6.5
2	-14.231075697211178
3	-4.7444444444444684
4	-2.0285714285714107
5	-6.5
6	-17.55378486055777
7	-4.7444444444444684
8	-2.8244897959183533
9	-10.933333333333309
10	-21.19521912350598
11	-4.90999999999989
12	-5.073469387755097
13	-6.7722222222222115
14	-14.231075697211178
15	-5.178571428571466
16	-5.79591836734695
17	-6.7722222222222115
18	-17.55378486055777
19	-5.178571428571466
20	-8.020408163265301
21	-11.988888888888852
22	-21.19521912350598
23	-2.814977973568311
24	-5.073469387755097
25	-7.217948717948715
26	-12.649402390438258
27	-5.178571428571466
28	-5.79591836734695
29	-7.217948717948715
30	-16.880478087649422
31	-5.178571428571466
32	-8.020408163265301
33	-12.811111111111103
34	-21.693227091633474
35	-2.814977973568311
36	-7.636734693877571
37	-7.854700854700852
38	-12.649402390438258
39	-5.386904761904766
40	-9.767346938775518
41	-7.854700854700852
42	-16.880478087649422
43	-5.386904761904766
44	-13.41632653061226
45	-13.766666666666652
46	-21.693227091633474
47	-0.958579881656803
48	-7.636734693877571
49	-8.170940170940185
50	-12.649402390438258
51	-5.386904761904766
52	-9.767346938775518
53	-8.170940170940185
54	-16.880478087649422
55	-5.386904761904766
56	-13.41632653061226
57	-14.794444444444437
58	-21.693227091633474
59	-0.958579881656803
60	-9.428571428571416
61	-8.448717948717956
62	-12.209876543209909
63	-4.511904761904795
64	-12.473469387755088
65	-8.448717948717956
66	-17.21940928270036
67	-4.511904761904795
69	-15.716666666666683
70	-23.649789029535867
71	-0.972222222222257
72	-9.428571428571416
73	-8.559829059829042
74	-12.209876543209909
75	-4.511904761904795
76	-12.473469387755088
77	-8.559829059829042
78	-17.21940928270036
79	-4.511904761904795
81	-16.38333333333334
82	-23.649789029535867
83	-0.972222222222257
84	-10.587755102040802
85	-8.67094017094017
86	-12.209876543209909
87	-4.178571428571431
88	-13.89387755102043
89	-8.67094017094017
90	-17.21940928270036
91	-4.178571428571431
93	-16.661111111111154
94	-23.649789029535867
95	-2.2166666666667396
96	-0.27346938775508534
97	-7.567685589519655
98	-15.039840637450222
99	-4.129533678756474
100	-1.0693877551020137
101	-7.567685589519655
102	-18.681274900398407
103	-4.129533678756474
104	-2.8489795918367093
105	-12.364102564102552
106	-23.227091633466117
107	-0.3290598290598368
108	-3.493877551020418
109	-8.139737991266358
110	-15.039840637450222
111	-3.532544378698212
112	-5.71836734693877
113	-8.139737991266358
114	-18.681274900398407
115	-3.532544378698212
116	-9.151020408163241
117	-12.912820512820502
118	-23.227091633466117
119	-0.8128078817733808
120	-3.493877551020418
