INDEX TYPE XSTART YSTART XEND YEND THRESHOLD_P THRESHOLD_N Alpha
2810	2	9	9	13	16	0	-8548	16.8371
3206	2	21	5	26	14	0	-7600	16.1428
3294	2	18	6	27	14	0	-9130	15.0439
5404	0	21	9	28	15	43587	0	14.3488
2458	2	6	9	13	14	0	-9207	14.0588
2898	2	18	5	24	11	0	-9573	13.7842
2062	2	8	8	12	16	0	-8728	13.6496
1709	1	5	8	11	14	27698	0	13.36
2546	2	7	9	14	13	0	-10360	13.1575
3426	2	19	6	28	15	0	-9847	13.0587
2106	2	9	8	15	12	0	-9200	13.0121
2986	2	19	5	28	13	0	-9196	12.968
1884	0	7	8	13	12	46234	0	12.9056
1840	0	6	8	14	15	41235	0	12.8847
1711	3	5	8	11	14	0	-1884	12.8644
1710	2	5	8	11	14	0	-8394	12.8258
2984	0	19	5	28	13	31806	0	12.8249
2671	3	8	9	14	14	0	-605	12.7523
3424	0	19	6	28	15	27881	0	12.7517
2896	0	18	5	24	11	25855	0	12.5034
5317	1	21	9	27	12	26517	0	12.4765
3074	2	20	5	25	13	0	-7009	12.4361
2105	1	9	8	15	12	25178	0	12.4228
3292	0	18	6	27	14	22270	0	12.3972
3466	2	20	6	25	12	0	-5629	12.3855
2194	2	3	9	12	12	0	-8901	12.3148
5319	3	21	9	27	12	0	-787	12.3037
1798	2	6	8	12	13	0	-9116	12.2706
5318	2	21	9	27	12	0	-7995	12.2593
3072	0	20	5	25	13	35553	0	12.2481
2238	2	4	9	11	12	0	-9076	12.1854
1842	2	6	8	14	15	0	-9629	12.1562
2544	0	7	9	14	13	34227	0	12.1256
158	2	5	5	13	14	0	-5932	12.0794
2282	2	4	9	14	14	0	-7073	11.9933
1799	3	6	8	12	13	0	-414	11.9269
1797	1	6	8	12	13	28418	0	11.7888
246	2	7	5	12	12	0	-6630	11.7751
202	2	6	5	13	13	0	-5765	11.7617
5406	2	21	9	28	15	0	-7409	11.7549
1886	2	7	8	13	12	0	-7868	11.735
70	2	4	5	12	11	0	-2788	11.6841
26	2	7	4	11	12	0	-2465	11.6593
2061	1	8	8	12	16	17400	0	11.6396
2545	1	7	9	14	13	26993	0	11.5988
2670	2	8	9	14	14	0	-5887	11.5881
2193	1	3	9	12	12	26278	0	11.571
22	2	7	4	12	11	0	-2102	11.5386
66	2	4	5	11	11	0	-2556	11.4965
282	2	7	5	13	14	0	-4328	11.4473
286	2	7	5	14	14	0	-5207	11.4372
230	2	7	5	12	11	0	-2378	11.4362
278	2	7	5	12	14	0	-3679	11.4318
3427	3	19	6	28	15	8943	0	11.3925
2456	0	6	9	13	14	22752	0	11.3646
2897	1	18	5	24	11	20141	0	11.3423
2063	3	8	8	12	16	0	-1652	11.3248
2457	1	6	9	13	14	15791	0	11.2569
2985	1	19	5	28	13	22018	0	11.1791
69	1	4	5	12	11	18306	0	11.1533
18	2	7	4	11	11	9024	-1486	11.1473
154	2	5	5	12	14	0	-2181	11.1059
3295	3	18	6	27	14	6858	0	11.1019
3075	3	20	5	25	13	4593	0	11.0417
3293	1	18	6	27	14	17776	0	11.0337
3464	0	20	6	25	12	28451	0	11.0144
157	1	5	5	13	14	29582	0	10.9664
156	0	5	5	13	14	39004	0	10.942
5405	1	21	9	28	15	25323	0	10.9268
2987	3	19	5	28	13	4120	0	10.8806
201	1	6	5	13	13	26111	0	10.8423
4270	2	21	7	27	16	1074	0	10.805
2107	3	9	8	15	12	0	-1136	10.8022
2808	0	9	9	13	16	17977	0	10.7936
27	3	7	4	11	12	0	-453	10.7339
3204	0	21	5	26	14	15171	0	10.6662
2669	1	8	9	14	14	25759	0	10.6552
267	3	7	5	13	13	0	-2464	10.6457
1841	1	6	8	14	15	28667	0	10.6323
200	0	6	5	13	13	38627	0	10.6277
71	3	4	5	12	11	0	-130	10.6228
674	2	7	6	14	11	3938	-3234	10.5922
1059	3	5	7	12	12	4533	-1779	10.5616
2899	3	18	5	24	11	3195	0	10.5423
3435	3	20	6	24	11	529	-182	10.5352
2237	1	4	9	11	12	26304	0	10.5212
1885	1	7	8	13	12	32952	0	10.4855
2281	1	4	9	14	14	30751	0	10.4654
25	1	7	4	11	12	20209	0	10.4632
3374	2	19	6	28	13	3025	-2502	10.4537
3874	2	19	7	26	13	1548	0	10.4507
244	0	7	5	12	12	38040	0	10.3869
3875	3	19	7	26	13	4878	-5199	10.3809
3878	2	19	7	27	13	1281	0	10.3772
3073	1	20	5	25	13	25877	0	10.3609
270	2	7	5	14	13	0	-1681	10.354
3467	3	20	6	25	12	2759	0	10.332
3465	1	20	6	25	12	21601	0	10.3284
2250	2	4	9	14	12	1552	-1749	10.3194
3418	2	19	6	26	15	3078	-2250	10.3155
4271	3	21	7	27	16	7722	-35	10.257
1850	2	6	8	12	16	1263	-833	10.2399
4667	3	20	8	28	15	2332	-3443	10.2384
3883	3	19	7	28	13	4844	-6447	10.2307
2195	3	3	9	12	12	0	-234	10.1857
5062	2	19	9	27	14	314	0	10.1795
2642	2	8	9	12	13	704	-743	10.1481
3425	1	19	6	28	15	19191	0	10.1454
5271	3	20	9	27	16	4324	-4125	10.1075
245	1	7	5	12	12	27000	0	10.0923
3887	3	19	7	29	13	9081	-2154	10.0891
3452	0	20	6	29	11	16156	0	10.0859
10	2	6	4	11	12	8835	-1072	10.07
4671	3	20	8	29	15	6600	-87	10.0689
4286	2	18	8	26	11	3250	-3646	10.0661
281	1	7	5	13	14	28278	0	10.0471
1854	2	6	8	13	16	771	-2238	9.99932
