3427	3	19	6	28	15	8943	0	11.3925
3424	0	19	6	28	15	27881	0	12.7517
3425	1	19	6	28	15	19191	0	10.1454
3426	2	19	6	28	15	0	-9847	13.0587
3295	3	18	6	27	14	6858	0	11.1019
3292	0	18	6	27	14	22270	0	12.3972
3293	1	18	6	27	14	17776	0	11.0337
3294	2	18	6	27	14	0	-9130	15.0439
3075	3	20	5	25	13	4593	0	11.0417
3072	0	20	5	25	13	35553	0	12.2481
3073	1	20	5	25	13	25877	0	10.3609
3074	2	20	5	25	13	0	-7009	12.4361
2987	3	19	5	28	13	4120	0	10.8806
2984	0	19	5	28	13	31806	0	12.8249
2985	1	19	5	28	13	22018	0	11.1791
2986	2	19	5	28	13	0	-9196	12.968
2899	3	18	5	24	11	3195	0	10.5423
2896	0	18	5	24	11	25855	0	12.5034
2897	1	18	5	24	11	20141	0	11.3423
2898	2	18	5	24	11	0	-9573	13.7842
3435	3	20	6	24	11	529	-182	10.5352
3432	0	20	6	24	11	5402	0	9.22996
3433	1	20	6	24	11	4868	0	9.44721
3434	2	20	6	24	11	288	-471	9.30415
3374	2	19	6	28	13	3025	-2502	10.4537
3372	0	19	6	28	13	21269	0	9.04623
3373	1	19	6	28	13	14940	0	9.08617
3375	3	19	6	28	13	2298	0	8.06887
3875	3	19	7	26	13	4878	-5199	10.3809
3872	0	19	7	26	13	23693	0	8.25383
3873	1	19	7	26	13	24075	0	9.11123
3874	2	19	7	26	13	1548	0	10.4507
3467	3	20	6	25	12	2759	0	10.332
3464	0	20	6	25	12	28451	0	11.0144
3465	1	20	6	25	12	21601	0	10.3284
3466	2	20	6	25	12	0	-5629	12.3855
3418	2	19	6	26	15	3078	-2250	10.3155
3416	0	19	6	26	15	23315	0	9.49205
3417	1	19	6	26	15	14776	0	8.90394
3419	3	19	6	26	15	2650	0	8.10378
4667	3	20	8	28	15	2332	-3443	10.2384
4664	0	20	8	28	15	19177	0	8.20428
4665	1	20	8	28	15	19349	0	9.09578
4666	2	20	8	28	15	1156	0	8.64202
3883	3	19	7	28	13	4844	-6447	10.2307
3880	0	19	7	28	13	29575	0	8.53678
3881	1	19	7	28	13	28189	0	9.03256
3882	2	19	7	28	13	3126	-171	9.44832
5271	3	20	9	27	16	4324	-4125	10.1075
5268	0	20	9	27	16	20711	0	8.87231
