FeatureIndex Pos Neg
1212 0.00477979 0.99522
1216 0.00136565 0.998634
1220 0.00102424 0.998976
1224 0.000341413 0.999659
1228 0 1
1232 0.0556504 0.94435
1236 0.0556504 0.94435
1240 0.0536019 0.946398
1244 0.0460908 0.953909
1248 0.0286787 0.971321
1252 0.0129737 0.987026
1256 0.00477979 0.99522
1260 0.00136565 0.998634
1264 0.00102424 0.998976
1268 0.000341413 0.999659
1272 0 1
1276 0.0423353 0.957665
1280 0.0423353 0.957665
1284 0.0423353 0.957665
1288 0.0378969 0.962103
1292 0.0249232 0.975077
1296 0.0122909 0.987709
1300 0.00477979 0.99522
1304 0.00136565 0.998634
1308 0.00102424 0.998976
1312 0.000341413 0.999659
1316 0 1
1320 0.0177535 0.982247
1324 0.0177535 0.982247
1328 0.0177535 0.982247
1332 0.0174121 0.982588
1336 0.0133151 0.986685
1340 0.00887675 0.991123
1344 0.00409696 0.995903
1348 0.00136565 0.998634
1352 0.00102424 0.998976
1356 0.000341413 0.999659
1360 0 1
1364 0.00580403 0.994196
1368 0.00580403 0.994196
1372 0.00580403 0.994196
1376 0.00580403 0.994196
1380 0.00580403 0.994196
1384 0.00375555 0.996244
1388 0.00238989 0.99761
1392 0.00136565 0.998634
1396 0.00102424 0.998976
1400 0.000341413 0.999659
1404 0 1
1408 0.00238989 0.99761
1412 0.00238989 0.99761
1416 0.00238989 0.99761
1420 0.00238989 0.99761
1424 0.00238989 0.99761
1428 0.00204848 0.997952
1432 0.00170707 0.998293
1436 0.00102424 0.998976
1440 0.00102424 0.998976
1444 0.000341413 0.999659
1448 0 1
1452 0.00102424 0.998976
1456 0.00102424 0.998976
1460 0.00102424 0.998976
1464 0.00102424 0.998976
1468 0.00102424 0.998976
1472 0.00102424 0.998976
1476 0.00102424 0.998976
1480 0.000341413 0.999659
1484 0.000341413 0.999659
1488 0.000341413 0.999659
1492 0 1
1496 0 1
1500 0 1
1504 0 1
1508 0 1
1512 0 1
1516 0 1
1520 0 1
1524 0 1
1528 0 1
1532 0 1
1536 0 1
1540 0 1
1544 0 1
1548 0 1
1552 0 1
1556 0 1
1560 0 1
1564 0 1
1568 0 1
1572 0 1
1576 0 1
1580 0 1
1584 0.0617958 0.938204
1588 0.0614544 0.938546
1592 0.0590645 0.940935
1596 0.051212 0.948788
1600 0.0337999 0.9662
1604 0.0163878 0.983612
1608 0.00716968 0.99283
1612 0.00273131 0.997269
1616 0.00102424 0.998976
1620 0.000341413 0.999659
1624 0 1
1628 0.0590645 0.940935
1632 0.0590645 0.940935
1636 0.057016 0.942984
1640 0.049505 0.950495
1644 0.0320929 0.967907
1648 0.0160464 0.983954
1652 0.00716968 0.99283
1656 0.00273131 0.997269
1660 0.00102424 0.998976
1664 0.000341413 0.999659
1668 0 1
1672 0.0450666 0.954933
1676 0.0450666 0.954933
1680 0.0450666 0.954933
1684 0.0406282 0.959372
1688 0.0276545 0.972346
1692 0.0150222 0.984978
1696 0.00716968 0.99283
1700 0.00273131 0.997269
1704 0.00102424 0.998976
1708 0.000341413 0.999659
1712 0 1
1716 0.0191192 0.980881
1720 0.0191192 0.980881
1724 0.0191192 0.980881
1728 0.0187777 0.981222
1732 0.0146808 0.985319
1736 0.0102424 0.989758
1740 0.00546262 0.994537
1744 0.00273131 0.997269
1748 0.00102424 0.998976
1752 0.000341413 0.999659
1756 0 1
1760 0.00580403 0.994196
1764 0.00580403 0.994196
1768 0.00580403 0.994196
1772 0.00580403 0.994196
1776 0.00580403 0.994196
1780 0.00375555 0.996244
1784 0.00238989 0.99761
1788 0.00136565 0.998634
1792 0.00102424 0.998976
1796 0.000341413 0.999659
1800 0 1
1804 0.00238989 0.99761
1808 0.00238989 0.99761
1812 0.00238989 0.99761
1816 0.00238989 0.99761
1820 0.00238989 0.99761
1824 0.00204848 0.997952
1828 0.00170707 0.998293
1832 0.00102424 0.998976
1836 0.00102424 0.998976
1840 0.000341413 0.999659
1844 0 1
1848 0.00102424 0.998976
1852 0.00102424 0.998976
1856 0.00102424 0.998976
1860 0.00102424 0.998976
1864 0.00102424 0.998976
1868 0.00102424 0.998976
1872 0.00102424 0.998976
1876 0.000341413 0.999659
1880 0.000341413 0.999659
1884 0.000341413 0.999659
1888 0 1
1892 0 1
1896 0 1
1900 0 1
1904 0 1
1908 0 1
1912 0 1
1916 0 1
1920 0 1
1924 0 1
1928 0 1
1932 0 1
1936 0 1
1940 0 1
1944 0 1
1948 0 1
1952 0 1
1956 0 1
1960 0 1
1964 0 1
1968 0 1
1972 0 1
1976 0 1
1980 0.0662342 0.933766
1984 0.0658928 0.934107
1988 0.0635029 0.936497
1992 0.0556504 0.94435
1996 0.0382383 0.961762
2000 0.0208262 0.979174
2004 0.0116081 0.988392
2008 0.0051212 0.994879
2012 0.00204848 0.997952
2016 0.000682827 0.999317
2020 0 1
2024 0.0635029 0.936497
2028 0.0635029 0.936497
2032 0.0614544 0.938546
2036 0.0539433 0.946057
2040 0.0365312 0.963469
2044 0.0204848 0.979515
2048 0.0116081 0.988392
2052 0.0051212 0.994879
2056 0.00204848 0.997952
2060 0.000682827 0.999317
2064 0 1
2068 0.0477979 0.952202
2072 0.0477979 0.952202
2076 0.0477979 0.952202
2080 0.0433595 0.95664
2084 0.0303858 0.969614
2088 0.0177535 0.982247
2092 0.00990099 0.990099
2096 0.0051212 0.994879
2100 0.00204848 0.997952
2104 0.000682827 0.999317
2108 0 1
2112 0.0201434 0.979857
2116 0.0201434 0.979857
2120 0.0201434 0.979857
2124 0.019802 0.980198
2128 0.015705 0.984295
2132 0.0112666 0.988733
2136 0.00648686 0.993513
2140 0.00375555 0.996244
2144 0.00204848 0.997952
2148 0.000682827 0.999317
2152 0 1
2156 0.00614544 0.993855
2160 0.00614544 0.993855
2164 0.00614544 0.993855
2168 0.00614544 0.993855
2172 0.00614544 0.993855
2176 0.00409696 0.995903
2180 0.00273131 0.997269
2184 0.00170707 0.998293
2188 0.00136565 0.998634
2192 0.000682827 0.999317
2196 0 1
2200 0.00273131 0.997269
2204 0.00273131 0.997269
2208 0.00273131 0.997269
2212 0.00273131 0.997269
2216 0.00273131 0.997269
2220 0.00238989 0.99761
2224 0.00204848 0.997952
2228 0.00136565 0.998634
2232 0.00136565 0.998634
2236 0.000682827 0.999317
2240 0 1
2244 0.00102424 0.998976
2248 0.00102424 0.998976
2252 0.00102424 0.998976
2256 0.00102424 0.998976
2260 0.00102424 0.998976
2264 0.00102424 0.998976
2268 0.00102424 0.998976
2272 0.000341413 0.999659
2276 0.000341413 0.999659
2280 0.000341413 0.999659
2284 0 1
2288 0 1
2292 0 1
2296 0 1
2300 0 1
2304 0 1
2308 0 1
2312 0 1
2316 0 1
2320 0 1
2324 0 1
2328 0 1
2332 0 1
2336 0 1
2340 0 1
2344 0 1
2348 0 1
2352 0 1
2356 0 1
2360 0 1
2364 0 1
2368 0 1
2372 0 1
2376 0.0675999 0.9324
2380 0.0672584 0.932742
2384 0.0648686 0.935131
2388 0.057016 0.942984
2392 0.039604 0.960396
2396 0.0221919 0.977808
2400 0.0129737 0.987026
2404 0.00648686 0.993513
2408 0.00238989 0.99761
2412 0.00102424 0.998976
2416 0 1
2420 0.0648686 0.935131
2424 0.0648686 0.935131
2428 0.0628201 0.93718
2432 0.055309 0.944691
2436 0.0378969 0.962103
2440 0.0218505 0.97815
2444 0.0129737 0.987026
2448 0.00648686 0.993513
2452 0.00238989 0.99761
2456 0.00102424 0.998976
2460 0 1
2464 0.0481393 0.951861
2468 0.0481393 0.951861
2472 0.0481393 0.951861
2476 0.0437009 0.956299
2480 0.0307272 0.969273
2484 0.0180949 0.981905
2488 0.0102424 0.989758
2492 0.00546262 0.994537
2496 0.00238989 0.99761
2500 0.00102424 0.998976
2504 0 1
2508 0.0204848 0.979515
2512 0.0204848 0.979515
2516 0.0204848 0.979515
2520 0.0201434 0.979857
2524 0.0160464 0.983954
2528 0.0116081 0.988392
2532 0.00682827 0.993172
2536 0.00409696 0.995903
2540 0.00238989 0.99761
2544 0.00102424 0.998976
2548 0 1
2552 0.00614544 0.993855
2556 0.00614544 0.993855
2560 0.00614544 0.993855
2564 0.00614544 0.993855
2568 0.00614544 0.993855
2572 0.00409696 0.995903
2576 0.00273131 0.997269
2580 0.00170707 0.998293
2584 0.00136565 0.998634
2588 0.000682827 0.999317
2592 0 1
2596 0.00273131 0.997269
2600 0.00273131 0.997269
2604 0.00273131 0.997269
2608 0.00273131 0.997269
2612 0.00273131 0.997269
2616 0.00238989 0.99761
2620 0.00204848 0.997952
2624 0.00136565 0.998634
2628 0.00136565 0.998634
2632 0.000682827 0.999317
2636 0 1
2640 0.00102424 0.998976
2644 0.00102424 0.998976
2648 0.00102424 0.998976
2652 0.00102424 0.998976
2656 0.00102424 0.998976
2660 0.00102424 0.998976
2664 0.00102424 0.998976
2668 0.000341413 0.999659
2672 0.000341413 0.999659
2676 0.000341413 0.999659
2680 0 1
2684 0 1
2688 0 1
2692 0 1
2696 0 1
2700 0 1
2704 0 1
2708 0 1
2712 0 1
2716 0 1
2720 0 1
2724 0 1
2728 0 1
2732 0 1
2736 0 1
2740 0 1
2744 0 1
2748 0 1
2752 0 1
2756 0 1
2760 0 1
2764 0 1
2768 0 1
2772 0.0675999 0.9324
2776 0.0672584 0.932742
2780 0.0648686 0.935131
2784 0.057016 0.942984
2788 0.039604 0.960396
2792 0.0221919 0.977808
2796 0.0129737 0.987026
2800 0.00648686 0.993513
2804 0.00238989 0.99761
2808 0.00102424 0.998976
2812 0 1
2816 0.0648686 0.935131
2820 0.0648686 0.935131
2824 0.0628201 0.93718
2828 0.055309 0.944691
2832 0.0378969 0.962103
2836 0.0218505 0.97815
2840 0.0129737 0.987026
2844 0.00648686 0.993513
2848 0.00238989 0.99761
2852 0.00102424 0.998976
2856 0 1
2860 0.0481393 0.951861
2864 0.0481393 0.951861
2868 0.0481393 0.951861
2872 0.0437009 0.956299
2876 0.0307272 0.969273
2880 0.0180949 0.981905
2884 0.0102424 0.989758
2888 0.00546262 0.994537
2892 0.00238989 0.99761
2896 0.00102424 0.998976
2900 0 1
2904 0.0204848 0.979515
2908 0.0204848 0.979515
2912 0.0204848 0.979515
2916 0.0201434 0.979857
2920 0.0160464 0.983954
2924 0.0116081 0.988392
2928 0.00682827 0.993172
2932 0.00409696 0.995903
2936 0.00238989 0.99761
2940 0.00102424 0.998976
2944 0 1
2948 0.00614544 0.993855
2952 0.00614544 0.993855
2956 0.00614544 0.993855
2960 0.00614544 0.993855
2964 0.00614544 0.993855
2968 0.00409696 0.995903
2972 0.00273131 0.997269
2976 0.00170707 0.998293
2980 0.00136565 0.998634
2984 0.000682827 0.999317
2988 0 1
2992 0.00273131 0.997269
2996 0.00273131 0.997269
3000 0.00273131 0.997269
3004 0.00273131 0.997269
3008 0.00273131 0.997269
3012 0.00238989 0.99761
3016 0.00204848 0.997952
3020 0.00136565 0.998634
3024 0.00136565 0.998634
3028 0.000682827 0.999317
3032 0 1
3036 0.00102424 0.998976
3040 0.00102424 0.998976
3044 0.00102424 0.998976
3048 0.00102424 0.998976
3052 0.00102424 0.998976
3056 0.00102424 0.998976
3060 0.00102424 0.998976
3064 0.000341413 0.999659
3068 0.000341413 0.999659
3072 0.000341413 0.999659
3076 0 1
3080 0 1
3084 0 1
3088 0 1
3092 0 1
3096 0 1
3100 0 1
3104 0 1
3108 0 1
3112 0 1
3116 0 1
3120 0 1
3124 0 1
3128 0 1
3132 0 1
3136 0 1
3140 0 1
3144 0 1
3148 0 1
3152 0 1
3156 0 1
3160 0 1
3164 0 1
3168 0.0675999 0.9324
3172 0.0672584 0.932742
3176 0.0648686 0.935131
3180 0.057016 0.942984
3184 0.039604 0.960396
3188 0.0221919 0.977808
3192 0.0129737 0.987026
3196 0.00648686 0.993513
3200 0.00238989 0.99761
3204 0.00102424 0.998976
3208 0 1
3212 0.0648686 0.935131
3216 0.0648686 0.935131
3220 0.0628201 0.93718
3224 0.055309 0.944691
3228 0.0378969 0.962103
3232 0.0218505 0.97815
3236 0.0129737 0.987026
3240 0.00648686 0.993513
3244 0.00238989 0.99761
3248 0.00102424 0.998976
3252 0 1
3256 0.0481393 0.951861
3260 0.0481393 0.951861
3264 0.0481393 0.951861
3268 0.0437009 0.956299
3272 0.0307272 0.969273
3276 0.0180949 0.981905
3280 0.0102424 0.989758
3284 0.00546262 0.994537
3288 0.00238989 0.99761
3292 0.00102424 0.998976
3296 0 1
3300 0.0204848 0.979515
3304 0.0204848 0.979515
3308 0.0204848 0.979515
3312 0.0201434 0.979857
3316 0.0160464 0.983954
3320 0.0116081 0.988392
3324 0.00682827 0.993172
3328 0.00409696 0.995903
3332 0.00238989 0.99761
3336 0.00102424 0.998976
3340 0 1
3344 0.00614544 0.993855
3348 0.00614544 0.993855
3352 0.00614544 0.993855
3356 0.00614544 0.993855
3360 0.00614544 0.993855
3364 0.00409696 0.995903
3368 0.00273131 0.997269
3372 0.00170707 0.998293
3376 0.00136565 0.998634
3380 0.000682827 0.999317
3384 0 1
3388 0.00273131 0.997269
3392 0.00273131 0.997269
3396 0.00273131 0.997269
3400 0.00273131 0.997269
3404 0.00273131 0.997269
3408 0.00238989 0.99761
3412 0.00204848 0.997952
3416 0.00136565 0.998634
3420 0.00136565 0.998634
3424 0.000682827 0.999317
3428 0 1
3432 0.00102424 0.998976
3436 0.00102424 0.998976
3440 0.00102424 0.998976
3444 0.00102424 0.998976
3448 0.00102424 0.998976
3452 0.00102424 0.998976
3456 0.00102424 0.998976
3460 0.000341413 0.999659
3464 0.000341413 0.999659
3468 0.000341413 0.999659
3472 0 1
3476 0 1
3480 0 1
3484 0 1
3488 0 1
3492 0 1
3496 0 1
3500 0 1
3504 0 1
3508 0 1
3512 0 1
3516 0 1
3520 0 1
3524 0 1
3528 0 1
3532 0 1
3536 0 1
3540 0 1
3544 0 1
3548 0 1
3552 0 1
3556 0 1
3560 0 1
3564 0.0252646 0.974735
3568 0.0249232 0.975077
3572 0.0211676 0.978832
3576 0.0129737 0.987026
3580 0.00580403 0.994196
3584 0.00170707 0.998293
3588 0.000682827 0.999317
3592 0 1
3596 0 1
3600 0 1
3604 0 1
3608 0.0249232 0.975077
3612 0.0249232 0.975077
3616 0.0211676 0.978832
3620 0.0129737 0.987026
3624 0.00580403 0.994196
3628 0.00170707 0.998293
3632 0.000682827 0.999317
3636 0 1
3640 0 1
3644 0 1
3648 0 1
3652 0.0232161 0.976784
3656 0.0232161 0.976784
3660 0.0211676 0.978832
3664 0.0129737 0.987026
3668 0.00580403 0.994196
3672 0.00170707 0.998293
3676 0.000682827 0.999317
3680 0 1
3684 0 1
3688 0 1
3692 0 1
3696 0.0160464 0.983954
3700 0.0160464 0.983954
3704 0.0160464 0.983954
3708 0.0119495 0.988051
3712 0.00580403 0.994196
3716 0.00170707 0.998293
3720 0.000682827 0.999317
3724 0 1
3728 0 1
3732 0 1
3736 0 1
3740 0.0102424 0.989758
3744 0.0102424 0.989758
3748 0.0102424 0.989758
3752 0.00887675 0.991123
3756 0.00580403 0.994196
3760 0.00170707 0.998293
3764 0.000682827 0.999317
3768 0 1
3772 0 1
3776 0 1
3780 0 1
3784 0.00443837 0.995562
3788 0.00443837 0.995562
3792 0.00443837 0.995562
3796 0.00443837 0.995562
3800 0.00443837 0.995562
3804 0.00170707 0.998293
3808 0.000682827 0.999317
3812 0 1
3816 0 1
3820 0 1
3824 0 1
3828 0.00136565 0.998634
3832 0.00136565 0.998634
3836 0.00136565 0.998634
3840 0.00136565 0.998634
3844 0.00136565 0.998634
3848 0.00136565 0.998634
3852 0.000682827 0.999317
3856 0 1
3860 0 1
3864 0 1
3868 0 1
3872 0.000682827 0.999317
3876 0.000682827 0.999317
3880 0.000682827 0.999317
3884 0.000682827 0.999317
3888 0.000682827 0.999317
3892 0.000682827 0.999317
3896 0.000341413 0.999659
3900 0 1
3904 0 1
3908 0 1
3912 0 1
3916 0 1
3920 0 1
3924 0 1
3928 0 1
3932 0 1
3936 0 1
3940 0 1
3944 0 1
3948 0 1
3952 0 1
3956 0 1
3960 0.0549676 0.945032
3964 0.0546262 0.945374
3968 0.0501878 0.949812
3972 0.0361898 0.96381
3976 0.0136565 0.986343
3980 0.00375555 0.996244
3984 0.00136565 0.998634
3988 0 1
3992 0 1
3996 0 1
4000 0 1
4004 0.0542847 0.945715
4008 0.0542847 0.945715
4012 0.0501878 0.949812
4016 0.0361898 0.96381
4020 0.0136565 0.986343
4024 0.00375555 0.996244
4028 0.00136565 0.998634
4032 0 1
4036 0 1
4040 0 1
4044 0 1
4048 0.0488221 0.951178
4052 0.0488221 0.951178
4056 0.0467736 0.953226
4060 0.0358484 0.964152
4064 0.0136565 0.986343
4068 0.00375555 0.996244
4072 0.00136565 0.998634
4076 0 1
4080 0 1
4084 0 1
4088 0 1
4092 0.0300444 0.969956
4096 0.0300444 0.969956
4100 0.0300444 0.969956
4104 0.0259474 0.974053
4108 0.0133151 0.986685
4112 0.00375555 0.996244
4116 0.00136565 0.998634
4120 0 1
4124 0 1
4128 0 1
4132 0 1
4136 0.0160464 0.983954
4140 0.0160464 0.983954
4144 0.0160464 0.983954
4148 0.0146808 0.985319
4152 0.0109252 0.989075
4156 0.00375555 0.996244
4160 0.00136565 0.998634
4164 0 1
4168 0 1
4172 0 1
4176 0 1
4180 0.00580403 0.994196
4184 0.00580403 0.994196
4188 0.00580403 0.994196
4192 0.00580403 0.994196
4196 0.00580403 0.994196
4200 0.00273131 0.997269
4204 0.00136565 0.998634
4208 0 1
4212 0 1
4216 0 1
4220 0 1
4224 0.00204848 0.997952
4228 0.00204848 0.997952
4232 0.00204848 0.997952
4236 0.00204848 0.997952
4240 0.00204848 0.997952
4244 0.00204848 0.997952
4248 0.00136565 0.998634
4252 0 1
4256 0 1
4260 0 1
4264 0 1
4268 0.000682827 0.999317
4272 0.000682827 0.999317
4276 0.000682827 0.999317
4280 0.000682827 0.999317
4284 0.000682827 0.999317
4288 0.000682827 0.999317
4292 0.000341413 0.999659
4296 0 1
4300 0 1
4304 0 1
4308 0 1
4312 0 1
4316 0 1
4320 0 1
4324 0 1
4328 0 1
4332 0 1
4336 0 1
4340 0 1
4344 0 1
4348 0 1
4352 0 1
4356 0.0904746 0.909525
4360 0.0901332 0.909867
4364 0.0856948 0.914305
4368 0.0706726 0.929327
4372 0.0399454 0.960055
4376 0.0146808 0.985319
4380 0.00341413 0.996586
4384 0 1
4388 0 1
4392 0 1
4396 0 1
4400 0.0894503 0.91055
4404 0.0894503 0.91055
4408 0.0853534 0.914647
4412 0.0706726 0.929327
4416 0.0399454 0.960055
4420 0.0146808 0.985319
4424 0.00341413 0.996586
4428 0 1
4432 0 1
4436 0 1
4440 0 1
4444 0.0781837 0.921816
4448 0.0781837 0.921816
4452 0.0761352 0.923865
4456 0.06521 0.93479
4460 0.0389211 0.961079
4464 0.0146808 0.985319
4468 0.00341413 0.996586
4472 0 1
4476 0 1
4480 0 1
4484 0 1
4488 0.0484807 0.951519
4492 0.0484807 0.951519
4496 0.0484807 0.951519
4500 0.0443837 0.955616
4504 0.0303858 0.969614
4508 0.013998 0.986002
4512 0.00341413 0.996586
4516 0 1
4520 0 1
4524 0 1
4528 0 1
4532 0.0245818 0.975418
4536 0.0245818 0.975418
4540 0.0245818 0.975418
4544 0.0232161 0.976784
4548 0.0194606 0.980539
4552 0.0112666 0.988733
4556 0.00341413 0.996586
4560 0 1
4564 0 1
4568 0 1
4572 0 1
4576 0.00580403 0.994196
4580 0.00580403 0.994196
4584 0.00580403 0.994196
4588 0.00580403 0.994196
4592 0.00580403 0.994196
4596 0.00273131 0.997269
4600 0.00136565 0.998634
4604 0 1
4608 0 1
4612 0 1
4616 0 1
4620 0.00204848 0.997952
4624 0.00204848 0.997952
4628 0.00204848 0.997952
4632 0.00204848 0.997952
4636 0.00204848 0.997952
4640 0.00204848 0.997952
4644 0.00136565 0.998634
4648 0 1
4652 0 1
4656 0 1
4660 0 1
4664 0.000682827 0.999317
4668 0.000682827 0.999317
4672 0.000682827 0.999317
4676 0.000682827 0.999317
4680 0.000682827 0.999317
4684 0.000682827 0.999317
4688 0.000341413 0.999659
4692 0 1
4696 0 1
4700 0 1
4704 0 1
4708 0 1
4712 0 1
4716 0 1
4720 0 1
4724 0 1
4728 0 1
4732 0 1
4736 0 1
4740 0 1
4744 0 1
4748 0 1
4752 0.112666 0.887334
4756 0.112325 0.887675
4760 0.107887 0.892113
4764 0.0928645 0.907136
4768 0.0614544 0.938546
4772 0.0307272 0.969273
4776 0.0102424 0.989758
4780 0.00238989 0.99761
4784 0.00136565 0.998634
4788 0.000341413 0.999659
4792 0 1
4796 0.111301 0.888699
4800 0.111301 0.888699
4804 0.107204 0.892796
4808 0.092523 0.907477
4812 0.061113 0.938887
4816 0.0307272 0.969273
4820 0.0102424 0.989758
4824 0.00238989 0.99761
4828 0.00136565 0.998634
4832 0.000341413 0.999659
4836 0 1
4840 0.0962786 0.903721
4844 0.0962786 0.903721
4848 0.0942301 0.90577
4852 0.0833049 0.916695
4856 0.057016 0.942984
4860 0.0300444 0.969956
4864 0.0102424 0.989758
4868 0.00238989 0.99761
4872 0.00136565 0.998634
4876 0.000341413 0.999659
4880 0 1
4884 0.0607716 0.939228
4888 0.0607716 0.939228
4892 0.0607716 0.939228
4896 0.0566746 0.943325
4900 0.0426767 0.957323
4904 0.0262888 0.973711
4908 0.00955958 0.99044
4912 0.00238989 0.99761
4916 0.00136565 0.998634
4920 0.000341413 0.999659
4924 0 1
4928 0.0300444 0.969956
4932 0.0300444 0.969956
4936 0.0300444 0.969956
4940 0.0286787 0.971321
4944 0.0249232 0.975077
4948 0.0167293 0.983271
4952 0.0075111 0.992489
4956 0.00238989 0.99761
4960 0.00136565 0.998634
4964 0.000341413 0.999659
4968 0 1
4972 0.00785251 0.992147
4976 0.00785251 0.992147
