INDEX TYPE XSTART YSTART XEND YEND THRESHOLD_P THRESHOLD_N Alpha
30176	0	5	9	20	12	9733	0	50
30220	0	5	9	20	13	14218	0	50
26612	0	5	8	20	12	13156	0	50
31722	2	9	9	21	11	0	-1293	50
31012	0	7	9	20	13	12068	0	50
26216	0	4	8	20	12	15188	0	50
29780	0	4	9	20	12	11362	0	50
30616	0	6	9	20	13	13299	0	50
30572	0	6	9	20	12	9084	0	50
8484	0	4	3	20	14	39055	0	19.4867
29868	0	4	9	20	14	22053	0	19.4866
26260	0	4	8	20	13	21498	0	19.4866
26656	0	5	8	20	13	19025	0	19.4866
8880	0	5	3	20	14	34155	0	19.4866
30264	0	5	9	20	14	19607	0	19.4865
31326	2	8	9	21	11	0	-1385	19.4865
27008	0	6	8	20	12	12306	0	19.4862
3250	2	9	1	20	12	0	-9186	19.4858
30968	0	7	9	20	12	8165	0	19.4858
2810	2	8	1	20	11	0	-8548	19.4858
30132	0	5	9	20	11	7416	0	18.7932
26568	0	5	8	20	11	8681	0	18.7932
29736	0	4	9	20	11	8539	0	18.7932
26172	0	4	8	20	11	10207	0	18.7932
27052	0	6	8	20	13	17649	0	18.7928
26964	0	6	8	20	11	8094	0	18.7928
9276	0	6	3	20	14	31843	0	18.7928
2854	2	8	1	20	12	0	-9741	18.7924
3206	2	9	1	20	11	0	-7600	18.7924
30660	0	6	9	20	14	18232	0	18.3872
30528	0	6	9	20	11	6732	0	18.3872
6770	2	9	2	20	11	0	-8015	18.3868
6814	2	9	2	20	12	0	-8336	18.3868
6374	2	8	2	20	11	0	-8772	18.3868
12004	0	4	4	20	13	34308	0	18.0997
12444	0	5	4	20	14	31923	0	18.0997
12400	0	5	4	20	13	30228	0	18.0997
9232	0	6	3	20	13	29988	0	18.0993
27096	0	6	8	20	14	18888	0	18.0993
12488	0	5	4	20	15	32546	0	17.8763
29912	0	4	9	20	15	22519	0	17.8763
30748	0	6	9	20	16	19281	0	17.8759
27536	0	7	8	20	15	18904	0	17.8759
12708	0	6	4	20	11	16994	0	17.8759
10420	0	9	3	20	13	20544	0	17.8755
12048	0	4	4	20	14	36379	0	17.6938
12092	0	4	4	20	15	37325	0	17.6938
30308	0	5	9	20	15	19750	0	17.6937
27140	0	6	8	20	15	19500	0	17.6934
30704	0	6	9	20	15	18844	0	17.6934
31100	0	7	9	20	15	18059	0	17.6933
3294	2	9	1	20	13	0	-9130	17.693
10024	0	8	3	20	13	23422	0	17.693
27492	0	7	8	20	14	17375	0	17.6929
26304	0	4	8	20	14	22761	0	17.5394
26700	0	5	8	20	14	19912	0	17.5394
23488	0	6	7	20	13	18142	0	17.539
31144	0	7	9	20	16	18857	0	17.539
6418	2	8	2	20	12	0	-8902	17.5386
19528	0	5	6	20	13	20011	0	17.4058
8924	0	5	3	20	15	37658	0	17.4058
26392	0	4	8	20	16	26686	0	17.4057
22696	0	4	7	20	13	22276	0	17.4057
23092	0	5	7	20	13	19471	0	17.4057
22652	0	4	7	20	12	19660	0	17.4057
23532	0	6	7	20	14	19381	0	17.4053
27184	0	6	8	20	16	22503	0	17.4053
13896	0	9	4	20	11	11663	0	17.4049
5360	0	5	2	20	15	43134	0	17.2878
5316	0	5	2	20	14	38009	0	17.2878
26788	0	5	8	20	16	23220	0	17.2877
23004	0	5	7	20	11	11285	0	17.2877
29956	0	4	9	20	16	22860	0	17.2877
9628	0	7	3	20	13	27145	0	17.287
23884	0	7	7	20	13	16524	0	17.2869
10464	0	9	3	20	14	21413	0	17.2869
10068	0	8	3	20	14	24629	0	17.2869
23048	0	5	7	20	12	17296	0	17.1822
19132	0	4	6	20	13	23189	0	17.1822
19484	0	5	6	20	12	17836	0	17.1822
30352	0	5	9	20	16	19797	0	17.1821
30000	0	4	9	20	17	26171	0	17.1821
5712	0	6	2	20	14	35656	0	17.1818
16316	0	6	5	20	12	17527	0	17.1817
19924	0	6	6	20	13	18492	0	17.1817
12752	0	6	4	20	12	21638	0	17.1817
6858	2	9	2	20	13	0	-9502	17.1813
31056	0	7	9	20	14	16586	0	17.1813
9672	0	7	3	20	14	29171	0	17.1813
27404	0	7	8	20	12	11046	0	17.1813
8968	0	5	3	20	16	42613	0	17.0866
5008	0	4	2	20	16	49557	0	17.0866
4920	0	4	2	20	14	43362	0	17.0866
4964	0	4	2	20	15	48810	0	17.0866
8528	0	4	3	20	15	42881	0	17.0866
26744	0	5	8	20	15	20055	0	17.0865
22608	0	4	7	20	11	13143	0	17.0865
9320	0	6	3	20	15	34705	0	17.0861
10334	2	9	3	20	11	0	-6187	17.0858
10378	2	9	3	20	12	0	-7730	17.0858
23928	0	7	7	20	14	18046	0	17.0857
5404	0	5	2	20	16	43587	0	16.9994
15480	0	4	5	20	11	19398	0	16.9993
8572	0	4	3	20	16	48130	0	16.9993
19088	0	4	6	20	12	20573	0	16.9993
22740	0	4	7	20	14	23539	0	16.9993
15876	0	5	5	20	11	16735	0	16.9993
26348	0	4	8	20	15	23227	0	16.9992
23136	0	5	7	20	14	20358	0	16.9992
12796	0	6	4	20	13	26981	0	16.9989
28202	2	9	8	21	12	0	-2316	16.9988
8616	0	4	3	20	17	47689	0	16.9191
12840	0	6	4	20	14	28836	0	16.9187
23444	0	6	7	20	12	15877	0	16.9187
9012	0	5	3	20	17	41916	0	16.8449
15568	0	4	5	20	13	26905	0	16.8449
5052	0	4	2	20	17	49116	0	16.8449
35966	2	12	2	23	11	0	-5245	16.8448
32402	2	12	1	23	11	0	-5450	16.8448
32438	2	12	1	23	12	0	-6477	16.8448
23576	0	6	7	20	15	21853	0	16.8444
12884	0	6	4	20	15	29918	0	16.8444
23400	0	6	7	20	11	10447	0	16.8444
13500	0	8	4	20	11	13259	0	16.844
10332	0	9	3	20	11	15107	0	16.844
8485	1	4	3	20	14	24265	0	16.7757
15964	0	5	5	20	13	23295	0	16.7756
9408	0	6	3	20	17	40154	0	16.7756
5800	0	6	2	20	16	41409	0	16.7752
9364	0	6	3	20	16	39376	0	16.7752
27580	0	7	8	20	16	21844	0	16.7751
9716	0	7	3	20	15	32669	0	16.7751
6462	2	8	2	20	13	0	-9667	16.7748
22784	0	4	7	20	15	26163	0	16.7109
23180	0	5	7	20	15	22659	0	16.7108
22828	0	4	7	20	16	31412	0	16.7108
9233	1	6	3	20	13	23958	0	16.7104
13280	0	7	4	20	15	28260	0	16.7104
5756	0	6	2	20	15	40432	0	16.7104
14072	0	9	4	20	15	20261	0	16.7104
10376	0	9	3	20	12	18966	0	16.71
30396	0	5	9	20	17	22852	0	16.65
19880	0	6	6	20	12	16227	0	16.6496
27448	0	7	8	20	13	15853	0	16.6492
1313	1	4	1	20	13	30024	0	16.5927
6856	0	9	2	20	13	20350	0	16.592
9938	2	8	3	20	11	0	-6702	16.5919
20320	0	7	6	20	13	16889	0	16.5919
26436	0	4	8	20	17	31227	0	16.5385
5448	0	5	2	20	17	42890	0	16.5385
30924	0	7	9	20	11	5917	0	16.5377
8881	1	5	3	20	14	22663	0	16.4871
19176	0	4	6	20	14	26358	0	16.4871
16008	0	5	5	20	14	28684	0	16.4871
23224	0	5	7	20	16	27614	0	16.487
19572	0	5	6	20	14	22804	0	16.487
