Feature of type 1 starts(0, 0) ends(0, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(0, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(0, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(0, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(0, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(1, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(1, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(1, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(1, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(1, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(2, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(2, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(2, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(2, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(2, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(2, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(2, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(2, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(2, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(2, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(2, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(2, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(2, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(2, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(2, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(2, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(2, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(3, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(3, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(3, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(3, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(3, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(3, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(3, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(3, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(3, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(3, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(3, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(3, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(3, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(3, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(3, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(3, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(3, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(3, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(3, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(3, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(3, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(3, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(3, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(3, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(4, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(4, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(4, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(4, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(4, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(4, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(4, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(4, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(4, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(4, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(4, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(4, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(4, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(4, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(4, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(4, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(4, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(4, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(4, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(4, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(4, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(4, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(4, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(4, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(5, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(5, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(5, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(5, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(5, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(5, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(5, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(5, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(5, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(5, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(5, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(5, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(5, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(5, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(5, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(5, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(5, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(5, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(5, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(5, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(5, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(5, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(5, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(5, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(6, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(6, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(6, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(6, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(6, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(6, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(6, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(6, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(6, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(6, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(6, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(6, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(6, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(6, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(6, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(6, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(6, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(6, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(6, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(6, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(6, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(6, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(6, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(6, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(7, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(7, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(7, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(7, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(7, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(7, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(7, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(7, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(7, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(7, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(7, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(7, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(7, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(7, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(7, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(7, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(7, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(7, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(7, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(7, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(7, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(7, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(7, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(7, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(8, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(8, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(8, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(8, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(8, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(8, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(8, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(8, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(8, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(8, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(8, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(8, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(8, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(8, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(8, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(8, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(8, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(8, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(8, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(8, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(8, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(8, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(8, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(8, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(9, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(9, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(9, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(9, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(9, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(9, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(9, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(9, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(9, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(9, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(9, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(9, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(9, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(9, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(9, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(9, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(9, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(9, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(9, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(9, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(9, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(9, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(9, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(9, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(10, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(10, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(10, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(10, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(10, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(10, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(10, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(10, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(10, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(10, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(10, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(10, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(10, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(10, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(10, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(10, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(10, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(10, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(10, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(10, 5) in (x, y) format
Feature of type 0 starts(0, 0) ends(10, 6) in (x, y) format
Feature of type 1 starts(0, 0) ends(10, 6) in (x, y) format
Feature of type 2 starts(0, 0) ends(10, 6) in (x, y) format
Feature of type 3 starts(0, 0) ends(10, 6) in (x, y) format
Feature of type 0 starts(0, 0) ends(11, 0) in (x, y) format
Feature of type 2 starts(0, 0) ends(11, 0) in (x, y) format
Feature of type 0 starts(0, 0) ends(11, 1) in (x, y) format
Feature of type 2 starts(0, 0) ends(11, 1) in (x, y) format
Feature of type 0 starts(0, 0) ends(11, 2) in (x, y) format
Feature of type 1 starts(0, 0) ends(11, 2) in (x, y) format
Feature of type 2 starts(0, 0) ends(11, 2) in (x, y) format
Feature of type 3 starts(0, 0) ends(11, 2) in (x, y) format
Feature of type 0 starts(0, 0) ends(11, 3) in (x, y) format
Feature of type 1 starts(0, 0) ends(11, 3) in (x, y) format
Feature of type 2 starts(0, 0) ends(11, 3) in (x, y) format
Feature of type 3 starts(0, 0) ends(11, 3) in (x, y) format
Feature of type 0 starts(0, 0) ends(11, 4) in (x, y) format
Feature of type 1 starts(0, 0) ends(11, 4) in (x, y) format
Feature of type 2 starts(0, 0) ends(11, 4) in (x, y) format
Feature of type 3 starts(0, 0) ends(11, 4) in (x, y) format
Feature of type 0 starts(0, 0) ends(11, 5) in (x, y) format
Feature of type 1 starts(0, 0) ends(11, 5) in (x, y) format
Feature of type 2 starts(0, 0) ends(11, 5) in (x, y) format
Feature of type 3 starts(0, 0) ends(11, 5) in (x, y) format
